0,HIDE_SLOT_HEAD
1,HIDE_SLOT_BODY
2,HIDE_SLOT_LEGS
3,HIDE_SLOT_ACCESSORY1
4,HIDE_SLOT_ACCESSORY2
5,HIDE_SLOT_ACCESSORY3
6,HIDE_SLOT_ACCESSORY4
7,HIDE_SLOT_ACCESSORY5
8,HIDE_SLOT_ACCESSORY6
9,HIDE_SLOT_ACCESSORY8
