IMAGE_FILE_RELOCS_STRIPPED,0
IMAGE_FILE_EXECUTABLE_IMAGE,1
IMAGE_FILE_LINE_NUMS_STRIPPED,2
IMAGE_FILE_LOCAL_SYMS_STRIPPED,3
IMAGE_FILE_AGGRESIVE_WS_TRIM,4
IMAGE_FILE_LARGE_ADDRESS_AWARE,5
IMAGE_FILE_16BIT_MACHINE,6
IMAGE_FILE_BYTES_REVERSED_LO,7
IMAGE_FILE_32BIT_MACHINE,8
IMAGE_FILE_DEBUG_STRIPPED,9
IMAGE_FILE_REMOVABLE_RUN_FROM_SWAP,10
IMAGE_FILE_NET_RUN_FROM_SWAP,11
IMAGE_FILE_SYSTEM,12
IMAGE_FILE_DLL,13
IMAGE_FILE_UP_SYSTEM_ONLY,14
IMAGE_FILE_BYTES_REVERSED_HI,15
