HIDE_SLOT_HEAD,0
HIDE_SLOT_BODY,1
HIDE_SLOT_LEGS,2
HIDE_SLOT_ACCESSORY1,3
HIDE_SLOT_ACCESSORY2,4
HIDE_SLOT_ACCESSORY3,5
HIDE_SLOT_ACCESSORY4,6
HIDE_SLOT_ACCESSORY5,7
HIDE_SLOT_ACCESSORY6,8
HIDE_SLOT_ACCESSORY8,9
